Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Season,AgeGroup,Gender
3397,US-2018-148362,2018-01-07,2018-08-07,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indiana,Indianapolis,46203.0,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,Summer,18-35,Female
3398,US-2018-148362,2018-01-07,2018-08-07,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indiana,Indianapolis,46203.0,Central,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,25.92,Summer,18-35,Female
3399,CA-2015-102274,2015-11-21,2015-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Kentucky,Richmond,40475.0,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,Fall,18-35,Female
3400,CA-2015-102274,2015-11-21,2015-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Kentucky,Richmond,40475.0,South,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,629.1,Fall,18-35,Female
3401,CA-2015-102274,2015-11-21,2015-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Kentucky,Richmond,40475.0,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,Fall,18-35,Female
3402,CA-2015-102274,2015-11-21,2015-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Kentucky,Richmond,40475.0,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,Fall,18-35,Female
3403,CA-2016-129700,2016-04-05,2016-05-05,First Class,LA-16780,Laura Armstrong,Corporate,United States,Illinois,Tinley Park,60477.0,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,Spring,18-35,Male
3404,CA-2018-168739,2018-05-29,2018-05-06,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Texas,Houston,77095.0,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,Spring,60+,Female
3405,CA-2016-152527,2016-10-17,2016-10-17,Same Day,CM-12190,Charlotte Melton,Consumer,United States,California,Los Angeles,90004.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,Fall,18-35,Male
3406,US-2015-150119,2015-04-23,2015-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Ohio,Columbus,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,Spring,36-60,Male
3407,US-2015-150119,2015-04-23,2015-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Ohio,Columbus,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,Spring,36-60,Male
3408,US-2015-150119,2015-04-23,2015-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Ohio,Columbus,43229.0,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488,Spring,36-60,Male
3409,US-2015-150119,2015-04-23,2015-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Ohio,Columbus,43229.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,Spring,36-60,Male
3410,US-2018-150847,2018-04-30,2018-06-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Ohio,Columbus,43229.0,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,Spring,18-35,Female
3411,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,California,San Francisco,94122.0,West,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,Fall,36-60,Female
3412,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,California,San Francisco,94122.0,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,271.984,Fall,36-60,Female
3413,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,California,San Francisco,94122.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,Fall,36-60,Female
3414,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,California,San Francisco,94122.0,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,77.52,Fall,36-60,Female
3415,CA-2017-100244,2017-09-20,2017-09-24,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,California,San Francisco,94122.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,48.64,Fall,36-60,Female
3416,CA-2017-116540,2017-02-09,2017-02-09,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Wisconsin,Madison,53711.0,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,Fall,<18,Male
3417,CA-2017-116540,2017-02-09,2017-02-09,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Wisconsin,Madison,53711.0,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,Fall,<18,Male
3418,CA-2016-151841,2016-04-27,2016-02-05,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Colorado,Aurora,80013.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,Spring,18-35,Male
3419,CA-2016-151841,2016-04-27,2016-02-05,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Colorado,Aurora,80013.0,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,Spring,18-35,Male
3420,CA-2016-150791,2016-06-09,2016-09-13,Standard Class,CC-12430,Chuck Clark,Home Office,United States,New York,New York City,10024.0,East,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,Fall,18-35,Male
3421,CA-2017-134803,2017-05-28,2017-03-06,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,California,Los Angeles,90004.0,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,Spring,18-35,Female
3422,CA-2017-134803,2017-05-28,2017-03-06,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,California,Los Angeles,90004.0,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,Spring,18-35,Female
3423,CA-2017-134803,2017-05-28,2017-03-06,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,California,Los Angeles,90004.0,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,Spring,18-35,Female
3424,CA-2017-134803,2017-05-28,2017-03-06,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,California,Los Angeles,90004.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,Spring,18-35,Female
3425,CA-2017-134803,2017-05-28,2017-03-06,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,California,Los Angeles,90004.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,Spring,18-35,Female
3426,CA-2016-153381,2016-09-24,2016-09-28,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Iowa,Dubuque,52001.0,Central,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,Fall,18-35,Female
3427,CA-2016-153381,2016-09-24,2016-09-28,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Iowa,Dubuque,52001.0,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,Fall,18-35,Female
3428,US-2018-111024,2018-03-07,2018-06-07,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Ohio,Lancaster,43130.0,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,Summer,18-35,Female
3429,US-2018-111024,2018-03-07,2018-06-07,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Ohio,Lancaster,43130.0,East,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",215.148,Summer,18-35,Female
3430,US-2018-111024,2018-03-07,2018-06-07,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Ohio,Lancaster,43130.0,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,Summer,18-35,Female
3431,CA-2018-148264,2018-08-12,2018-09-12,First Class,LF-17185,Luke Foster,Consumer,United States,California,Inglewood,90301.0,West,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,Winter,36-60,Female
3432,CA-2018-148264,2018-08-12,2018-09-12,First Class,LF-17185,Luke Foster,Consumer,United States,California,Inglewood,90301.0,West,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,Winter,36-60,Female
3433,CA-2018-148264,2018-08-12,2018-09-12,First Class,LF-17185,Luke Foster,Consumer,United States,California,Inglewood,90301.0,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,60.12,Winter,36-60,Female
3434,CA-2018-131212,2018-05-12,2018-09-12,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Washington,Bellevue,98006.0,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,Winter,36-60,Female
3435,CA-2018-131212,2018-05-12,2018-09-12,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Washington,Bellevue,98006.0,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,Winter,36-60,Female
3436,US-2016-100531,2016-09-27,2016-09-29,First Class,NM-18520,Neoma Murray,Consumer,United States,Illinois,Chicago,60610.0,Central,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,Fall,36-60,Female
3437,US-2016-100531,2016-09-27,2016-09-29,First Class,NM-18520,Neoma Murray,Consumer,United States,Illinois,Chicago,60610.0,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,Fall,36-60,Female
3438,CA-2018-152583,2018-10-30,2018-10-30,Same Day,RA-19945,Ryan Akin,Consumer,United States,Texas,Dallas,75217.0,Central,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,Fall,36-60,Female
3439,CA-2018-152583,2018-10-30,2018-10-30,Same Day,RA-19945,Ryan Akin,Consumer,United States,Texas,Dallas,75217.0,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251.006,Fall,36-60,Female
3440,CA-2018-152583,2018-10-30,2018-10-30,Same Day,RA-19945,Ryan Akin,Consumer,United States,Texas,Dallas,75217.0,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,54.192,Fall,36-60,Female
3441,CA-2016-144099,2016-11-29,2016-11-30,Same Day,PO-19195,Phillina Ober,Home Office,United States,California,San Francisco,94122.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,Fall,36-60,Female
3442,CA-2015-158337,2015-11-03,2015-03-14,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York,New York City,10024.0,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,Spring,36-60,Female
3443,CA-2018-168858,2018-11-19,2018-11-23,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York,New York City,10011.0,East,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,16.74,Fall,18-35,Male
3444,CA-2018-168858,2018-11-19,2018-11-23,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York,New York City,10011.0,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,Fall,18-35,Male
3445,CA-2017-116344,2017-07-29,2017-02-08,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Pennsylvania,Philadelphia,19140.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,Summer,36-60,Female
3446,CA-2016-131779,2016-12-06,2016-06-17,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Delaware,Newark,19711.0,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,Summer,36-60,Female
3447,CA-2017-158869,2017-06-08,2017-07-08,First Class,AH-10690,Anna Häberlin,Corporate,United States,New York,New York City,10024.0,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,70.88,Summer,36-60,Male
3448,CA-2018-102554,2018-11-06,2018-06-15,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Alabama,Auburn,36830.0,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,Summer,18-35,Female
3449,CA-2017-162614,2017-07-10,2017-10-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,California,Los Angeles,90049.0,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,Fall,<18,Female
3450,CA-2015-168592,2015-08-09,2015-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,California,San Francisco,94110.0,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,Fall,18-35,Female
3451,CA-2015-168592,2015-08-09,2015-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,California,San Francisco,94110.0,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,Fall,18-35,Female
3452,CA-2015-168592,2015-08-09,2015-09-14,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,California,San Francisco,94110.0,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,Fall,18-35,Female
3453,CA-2015-157609,2015-03-16,2015-03-21,Second Class,KN-16705,Kristina Nunn,Home Office,United States,North Carolina,Raleigh,27604.0,South,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,Spring,18-35,Female
3454,CA-2016-153325,2016-01-03,2016-02-03,Second Class,ST-20530,Shui Tom,Consumer,United States,Georgia,Macon,31204.0,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,Spring,36-60,Female
3455,CA-2016-153626,2016-09-07,2016-07-14,Standard Class,EB-13870,Emily Burns,Consumer,United States,Tennessee,Nashville,37211.0,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,Summer,36-60,Female
3456,CA-2017-166485,2017-02-20,2017-02-27,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Tennessee,Nashville,37211.0,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,Winter,18-35,Female
3457,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Pennsylvania,Philadelphia,19143.0,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,71.976,Fall,18-35,Male
3458,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Pennsylvania,Philadelphia,19143.0,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,Fall,18-35,Male
3459,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Pennsylvania,Philadelphia,19143.0,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,3.444,Fall,18-35,Male
3460,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Pennsylvania,Philadelphia,19143.0,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,Fall,18-35,Male
3461,CA-2018-136448,2018-09-16,2018-09-18,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Pennsylvania,Philadelphia,19143.0,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,Fall,18-35,Male
3462,CA-2018-114258,2018-05-11,2018-10-11,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Texas,Dallas,75081.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,492.768,Fall,36-60,Female
3463,CA-2016-152611,2016-02-20,2016-02-23,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New Jersey,Perth Amboy,8861.0,East,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,Winter,36-60,Female
3464,CA-2017-165470,2017-11-25,2017-11-30,Standard Class,HJ-14875,Heather Jas,Home Office,United States,Florida,Jacksonville,32216.0,South,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,Fall,36-60,Female
3465,CA-2018-128699,2018-03-12,2018-05-12,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Florida,Jacksonville,32216.0,South,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,Winter,36-60,Male
3466,US-2016-147242,2016-10-09,2016-09-14,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Massachusetts,Revere,2151.0,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,61.96,Fall,18-35,Female
3467,US-2016-147242,2016-10-09,2016-09-14,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Massachusetts,Revere,2151.0,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,361.96,Fall,18-35,Female
3468,US-2016-147242,2016-10-09,2016-09-14,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Massachusetts,Revere,2151.0,East,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,278.82,Fall,18-35,Female
3469,CA-2017-146143,2017-12-14,2017-12-19,Standard Class,MC-17845,Michael Chen,Consumer,United States,Mississippi,Jackson,39212.0,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,Winter,18-35,Male
3470,CA-2016-100888,2016-06-04,2016-10-04,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,North Carolina,Jacksonville,28540.0,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,47.952,Spring,18-35,Female
3471,US-2017-150035,2017-01-12,2017-05-12,Standard Class,CL-11890,Carl Ludwig,Consumer,United States,California,San Francisco,94122.0,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,Winter,18-35,Female
3472,CA-2018-122644,2018-12-11,2018-11-17,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Ohio,Columbus,43229.0,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,10.848,Fall,18-35,Male
3473,CA-2018-122644,2018-12-11,2018-11-17,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Ohio,Columbus,43229.0,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.544,Fall,18-35,Male
3474,CA-2018-111815,2018-03-03,2018-10-03,Standard Class,EP-13915,Emily Phan,Consumer,United States,Michigan,Dearborn Heights,48127.0,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,180.98,Spring,18-35,Male
3475,CA-2018-111815,2018-03-03,2018-10-03,Standard Class,EP-13915,Emily Phan,Consumer,United States,Michigan,Dearborn Heights,48127.0,Central,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,Spring,18-35,Male
3476,CA-2017-144911,2017-11-27,2017-11-30,First Class,RW-19630,Rob Williams,Corporate,United States,Kansas,Overland Park,66212.0,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,Fall,60+,Female
3477,CA-2017-144911,2017-11-27,2017-11-30,First Class,RW-19630,Rob Williams,Corporate,United States,Kansas,Overland Park,66212.0,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,152.0,Fall,60+,Female
3478,CA-2015-143385,2015-08-31,2015-05-09,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,New Mexico,Santa Fe,87505.0,West,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,92.52,Summer,60+,Female
3479,CA-2017-131289,2017-08-12,2017-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,California,San Francisco,94110.0,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,Winter,36-60,Female
3480,CA-2017-131289,2017-08-12,2017-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,California,San Francisco,94110.0,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,45.36,Winter,36-60,Female
3481,CA-2017-131289,2017-08-12,2017-12-14,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,California,San Francisco,94110.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,Winter,36-60,Female
3482,CA-2015-124023,2015-07-04,2015-10-04,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Alabama,Mobile,36608.0,South,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,Spring,18-35,Male
3483,CA-2015-124688,2015-08-27,2015-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Virginia,Springfield,22153.0,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.95,Summer,18-35,Male
3484,CA-2015-124688,2015-08-27,2015-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Virginia,Springfield,22153.0,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,Summer,18-35,Male
3485,CA-2015-124688,2015-08-27,2015-08-29,First Class,CC-12610,Corey Catlett,Corporate,United States,Virginia,Springfield,22153.0,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,Summer,18-35,Male
3486,CA-2017-151169,2017-10-21,2017-10-26,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Delaware,Newark,19711.0,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,7.92,Fall,<18,Female
3487,US-2017-134761,2017-11-30,2017-11-30,Same Day,DB-13210,Dean Braden,Consumer,United States,North Carolina,Hickory,28601.0,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,36.192,Fall,18-35,Female
3488,CA-2018-120705,2018-05-09,2018-11-09,Standard Class,MG-17875,Michael Grace,Home Office,United States,Florida,Fort Lauderdale,33311.0,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,Fall,18-35,Female
3489,CA-2016-157322,2016-02-07,2016-06-07,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Illinois,Carol Stream,60188.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,Summer,36-60,Female
3490,CA-2016-157322,2016-02-07,2016-06-07,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Illinois,Carol Stream,60188.0,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116,Summer,36-60,Female
3491,CA-2016-157322,2016-02-07,2016-06-07,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Illinois,Carol Stream,60188.0,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,Summer,36-60,Female
3492,CA-2016-157322,2016-02-07,2016-06-07,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Illinois,Carol Stream,60188.0,Central,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.504,Summer,36-60,Female
3493,CA-2016-157322,2016-02-07,2016-06-07,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Illinois,Carol Stream,60188.0,Central,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",11.168,Summer,36-60,Female
3494,CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,Karen Bern,Corporate,United States,Minnesota,Saint Cloud,56301.0,Central,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72.0,Fall,18-35,Female
3495,CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,Karen Bern,Corporate,United States,Minnesota,Saint Cloud,56301.0,Central,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,655.9,Fall,18-35,Female
3496,CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,Karen Bern,Corporate,United States,Minnesota,Saint Cloud,56301.0,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,Fall,18-35,Female
3497,CA-2017-107328,2017-08-08,2017-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,California,Los Angeles,90036.0,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,Summer,36-60,Male
3498,CA-2017-107328,2017-08-08,2017-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,California,Los Angeles,90036.0,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,Summer,36-60,Male
3499,CA-2017-107328,2017-08-08,2017-08-15,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,California,Los Angeles,90036.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,15.24,Summer,36-60,Male
3500,CA-2017-108616,2017-09-29,2017-03-10,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Alabama,Mobile,36608.0,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,Fall,18-35,Female
3501,CA-2017-108616,2017-09-29,2017-03-10,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Alabama,Mobile,36608.0,South,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,62.94,Fall,18-35,Female
3502,CA-2017-108616,2017-09-29,2017-03-10,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Alabama,Mobile,36608.0,South,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",25.92,Fall,18-35,Female
3503,CA-2018-125115,2018-10-04,2018-10-04,Same Day,RD-19930,Russell D'Ascenzo,Consumer,United States,Texas,Austin,78745.0,Central,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,Spring,<18,Female
